9495,15:16
7956,15:17
6565,15:18
5193,15:19
4318,15:20
3269,15:21
2432,15:22
1894,15:23
1416,15:24
932,15:25
769,15:26
497,15:27
354,15:28
236,15:29
173,15:30
114,15:31
57,15:32
40,15:33
31,15:34
11,15:35
9,15:36
5,15:37
5,15:38
2,15:39
1,15:40
1,15:42
9,16:1
68,16:2
285,16:3
787,16:4
1767,16:5
3263,16:6
5044,16:7
6958,16:8
8860,16:9
10701,16:10
11846,16:11
12415,16:12
12318,16:13
12091,16:14
11273,16:15
10088,16:16
8816,16:17
7593,16:18
6243,16:19
4990,16:20
4061,16:21
3157,16:22
2493,16:23
1819,16:24
1299,16:25
1001,16:26
684,16:27
514,16:28
356,16:29
243,16:30
152,16:31
97,16:32
61,16:33
47,16:34
29,16:35
28,16:36
13,16:37
9,16:38
3,16:39
4,16:40
1,16:41
1,16:42
1,16:44
4,17:1
33,17:2
187,17:3
549,17:4
1238,17:5
2229,17:6
3714,17:7
5388,17:8
7141,17:9
8698,17:10
10082,17:11
11305,17:12
11691,17:13
11441,17:14
11112,17:15
10425,17:16
9400,17:17
8319,17:18
7076,17:19
5816,17:20
4963,17:21
3923,17:22
3086,17:23
2349,17:24
1699,17:25
1284,17:26
974,17:27
695,17:28
464,17:29
337,17:30
212,17:31
153,17:32
112,17:33
58,17:34
51,17:35
26,17:36
16,17:37
13,17:38
8,17:39
1,17:40
2,17:41
2,17:42
1,17:43
1,17:44
3,18:1
19,18:2
98,18:3
305,18:4
819,18:5
1549,18:6
2648,18:7
4011,18:8
5520,18:9
7164,18:10
8630,18:11
9856,18:12
10491,18:13
10955,18:14
10805,18:15
10606,18:16
9911,18:17
8905,18:18
8124,18:19
6730,18:20
5620,18:21
4585,18:22
3629,18:23
2848,18:24
2190,18:25
1704,18:26
1237,18:27
886,18:28
646,18:29
450,18:30
327,18:31
208,18:32
139,18:33
90,18:34
63,18:35
48,18:36
31,18:37
19,18:38
19,18:39
5,18:40
1,18:41
2,18:42
1,18:43
1,18:46
1,18:51
3,19:1
16,19:2
56,19:3
224,19:4
563,19:5
1125,19:6
1815,19:7
3009,19:8
4479,19:9
5859,19:10
7124,19:11
8420,19:12
9573,19:13
10265,19:14
10501,19:15
10312,19:16
9996,19:17
9075,19:18
8276,19:19
7275,19:20
6300,19:21
5279,19:22
4339,19:23
3385,19:24
2709,19:25
1995,19:26
1553,19:27
1150,19:28
907,19:29
603,19:30
458,19:31
331,19:32
215,19:33
140,19:34
99,19:35
57,19:36
38,19:37
21,19:38
21,19:39
13,19:40
8,19:41
6,19:42
2,19:43
3,19:44
1,19:45
1,19:46
1,19:47
3,20:1
11,20:2
43,20:3
141,20:4
373,20:5
776,20:6
1357,20:7
2097,20:8
3263,20:9
4514,20:10
5977,20:11
7251,20:12
8245,20:13
9154,20:14
9763,20:15
10092,20:16
9952,20:17
9346,20:18
8649,20:19
7746,20:20
6920,20:21
5793,20:22
4800,20:23
3951,20:24
3035,20:25
2462,20:26
1840,20:27
1420,20:28
1022,20:29
743,20:30
523,20:31
386,20:32
248,20:33
179,20:34
133,20:35
78,20:36
67,20:37
40,20:38
18,20:39
16,20:40
9,20:41
6,20:42
8,20:43
1,20:44
2,20:45
3,20:46
2,21:1
8,21:2
34,21:3
88,21:4
228,21:5
493,21:6
946,21:7
1572,21:8
2501,21:9
3473,21:10
4764,21:11
6100,21:12
7388,21:13
8058,21:14
9010,21:15
9287,21:16
9687,21:17
9313,21:18
8705,21:19
8076,21:20
7167,21:21
6046,21:22
5273,21:23
4334,21:24
3465,21:25
2803,21:26
2139,21:27
1664,21:28
1225,21:29
940,21:30
612,21:31
525,21:32
321,21:33
248,21:34
177,21:35
137,21:36
79,21:37
45,21:38
28,21:39
23,21:40
14,21:41
10,21:42
9,21:43
2,21:44
2,21:45
2,21:46
2,21:47
3,21:48
1,21:49
3,22:1
3,22:2
16,22:3
60,22:4
130,22:5
329,22:6
659,22:7
1168,22:8
1852,22:9
2656,22:10
3804,22:11
4945,22:12
6071,22:13
7205,22:14
8029,22:15
8809,22:16
8974,22:17
8971,22:18
8583,22:19
8010,22:20
7199,22:21
6609,22:22
5596,22:23
4751,22:24
3858,22:25
3075,22:26
2454,22:27
2023,22:28
1487,22:29
1152,22:30
838,22:31
596,22:32
454,22:33
343,22:34
209,22:35
149,22:36
92,22:37
79,22:38
51,22:39
29,22:40
14,22:41
13,22:42
8,22:43
7,22:44
3,22:45
1,22:46
1,22:47
2,22:48
3,22:49
1,22:50
4,23:2
12,23:3
38,23:4
93,23:5
225,23:6
445,23:7
791,23:8
1419,23:9
2054,23:10
2982,23:11
3976,23:12
5115,23:13
6100,23:14
7065,23:15
7837,23:16
8266,23:17
8380,23:18
8231,23:19
7846,23:20
7170,23:21
6607,23:22
5818,23:23
5078,23:24
4045,23:25
3433,23:26
2752,23:27
2279,23:28
1636,23:29
1322,23:30
982,23:31
720,23:32
562,23:33
383,23:34
264,23:35
187,23:36
136,23:37
94,23:38
62,23:39
36,23:40
18,23:41
12,23:42
9,23:43
5,23:44
6,23:45
2,23:46
3,23:47
1,23:48
1,23:49
1,23:51
1,24:2
9,24:3
20,24:4
59,24:5
135,24:6
306,24:7
568,24:8
1021,24:9
1594,24:10
2338,24:11
3278,24:12
4220,24:13
5071,24:14
6130,24:15
6996,24:16
7300,24:17
7648,24:18
7784,24:19
7482,24:20
6897,24:21
6509,24:22
5857,24:23
5058,24:24
4377,24:25
3650,24:26
2992,24:27
2402,24:28
1848,24:29
1472,24:30
1117,24:31
884,24:32
594,24:33
476,24:34
340,24:35
217,24:36
153,24:37
108,24:38
95,24:39
48,24:40
31,24:41
23,24:42
18,24:43
8,24:44
3,24:45
5,24:46
1,24:47
2,24:48
1,24:52
1,24:53
1,25:1
1,25:2
2,25:3
15,25:4
34,25:5
84,25:6
193,25:7
423,25:8
721,25:9
1116,25:10
1785,25:11
2442,25:12
3350,25:13
4086,25:14
5076,25:15
5972,25:16
6504,25:17
6880,25:18
6984,25:19
6973,25:20
6717,25:21
6221,25:22
5643,25:23
5047,25:24
4408,25:25
3725,25:26
3117,25:27
2542,25:28
2022,25:29
1550,25:30
1267,25:31
1002,25:32
717,25:33
569,25:34
396,25:35
294,25:36
203,25:37
130,25:38
92,25:39
63,25:40
43,25:41
23,25:42
12,25:43
9,25:44
5,25:45
9,25:46
1,25:47
2,25:48
1,26:1
11,26:4
19,26:5
60,26:6
138,26:7
274,26:8
504,26:9
810,26:10
1356,26:11
1928,26:12
2610,26:13
3364,26:14
4185,26:15
4922,26:16
5625,26:17
6051,26:18
6295,26:19
6395,26:20
6331,26:21
6070,26:22
5603,26:23
4912,26:24
4386,26:25
3769,26:26
3150,26:27
2648,26:28
2131,26:29
1713,26:30
1302,26:31
1102,26:32
761,26:33
612,26:34
398,26:35
279,26:36
224,26:37
139,26:38
107,26:39
86,26:40
41,26:41
31,26:42
16,26:43
16,26:44
5,26:45
6,26:46
4,26:47
1,26:48
1,27:1
2,27:3
2,27:4
20,27:5
34,27:6
105,27:7
206,27:8
336,27:9
630,27:10
974,27:11
1497,27:12
2083,27:13
2761,27:14
3489,27:15
4072,27:16
4735,27:17
5288,27:18
5563,27:19
5713,27:20
5540,27:21
5440,27:22
5135,27:23
4775,27:24
4143,27:25
3674,27:26
3181,27:27
2625,27:28
2231,27:29
1704,27:30
1409,27:31
1140,27:32
884,27:33
641,27:34
488,27:35
324,27:36
252,27:37
159,27:38
125,27:39
84,27:40
49,27:41
35,27:42
28,27:43
11,27:44
9,27:45
8,27:46
7,27:47
3,27:48
2,27:49
3,27:52
2,28:3
7,28:4
11,28:5
21,28:6
65,28:7
123,28:8
244,28:9
434,28:10
690,28:11
1059,28:12
1570,28:13
2247,28:14
2765,28:15
3434,28:16
3968,28:17
4402,28:18
4894,28:19
5029,28:20
5077,28:21
4998,28:22
4766,28:23
4516,28:24
4083,28:25
3650,28:26
3170,28:27
2670,28:28
2193,28:29
1691,28:30
1393,28:31
1158,28:32
881,28:33
651,28:34
488,28:35
336,28:36
264,28:37
196,28:38
121,28:39
84,28:40
53,28:41
54,28:42
35,28:43
11,28:44
13,28:45
3,28:46
3,28:47
5,28:48
2,28:49
1,28:50
1,29:3
4,29:4
5,29:5
16,29:6
33,29:7
96,29:8
161,29:9
347,29:10
558,29:11
898,29:12
1182,29:13
1618,29:14
2158,29:15
2709,29:16
3158,29:17
3669,29:18
4047,29:19
4337,29:20
4566,29:21
4420,29:22
4327,29:23
4019,29:24
3744,29:25
3425,29:26
3001,29:27
2637,29:28
2088,29:29
1837,29:30
1439,29:31
1188,29:32
916,29:33
668,29:34
547,29:35
396,29:36
258,29:37
183,29:38
151,29:39
87,29:40
54,29:41
42,29:42
22,29:43
19,29:44
13,29:45
10,29:46
5,29:47
4,29:48
2,29:49
3,29:50
1,30:4
4,30:5
9,30:6
36,30:7
60,30:8
118,30:9
227,30:10
378,30:11
608,30:12
921,30:13
1305,30:14
1717,30:15
2119,30:16
2578,30:17
3015,30:18
3410,30:19
3710,30:20
3897,30:21
3723,30:22
3752,30:23
3823,30:24
3467,30:25
3182,30:26
2910,30:27
2471,30:28
2051,30:29
1767,30:30
1324,30:31
1120,30:32
881,30:33
698,30:34
539,30:35
416,30:36
289,30:37
192,30:38
147,30:39
78,30:40
88,30:41
30,30:42
51,30:43
19,30:44
16,30:45
8,30:46
7,30:47
2,30:48
2,30:49
3,30:50
1,30:52
1,30:53
1,30:55
1,31:4
1,31:5
3,31:6
14,31:7
32,31:8
90,31:9
145,31:10
264,31:11
447,31:12
601,31:13
977,31:14
1254,31:15
1612,31:16
1957,31:17
2394,31:18
2847,31:19
3057,31:20
3266,31:21
3412,31:22
3322,31:23
3360,31:24
3110,31:25
2823,31:26
2610,31:27
2312,31:28
1971,31:29
1713,31:30
1371,31:31
1060,31:32
838,31:33
663,31:34
505,31:35
357,31:36
312,31:37
204,31:38
165,31:39
91,31:40
62,31:41
54,31:42
33,31:43
26,31:44
11,31:45
11,31:46
2,31:47
5,31:48
1,31:49
2,31:50
2,31:51
1,31:55
1,32:2
1,32:5
2,32:6
11,32:7
32,32:8
62,32:9
92,32:10
186,32:11
326,32:12
488,32:13
693,32:14
940,32:15
1296,32:16
1536,32:17
1965,32:18
2193,32:19
2518,32:20
2750,32:21
2797,32:22
2899,32:23
2834,32:24
2804,32:25
2587,32:26
2283,32:27
2123,32:28
1828,32:29
1459,32:30
1230,32:31
953,32:32
847,32:33
640,32:34
487,32:35
397,32:36
274,32:37
201,32:38
156,32:39
106,32:40
83,32:41
41,32:42
40,32:43
29,32:44
16,32:45
13,32:46
5,32:47
2,32:48
6,32:49
4,32:50
2,32:51
1,32:52
2,33:6
5,33:7
24,33:8
39,33:9
67,33:10
131,33:11
188,33:12
308,33:13
513,33:14
744,33:15
908,33:16
1299,33:17
1442,33:18
1789,33:19
2044,33:20
2153,33:21
2306,33:22
2476,33:23
2529,33:24
2297,33:25
2202,33:26
2029,33:27
1904,33:28
1686,33:29
1386,33:30
1194,33:31
1015,33:32
766,33:33
621,33:34
492,33:35
402,33:36
282,33:37
228,33:38
133,33:39
117,33:40
89,33:41
50,33:42
35,33:43
20,33:44
12,33:45
14,33:46
7,33:47
7,33:48
4,33:49
2,33:50
2,33:52
1,33:59
1,34:2
1,34:6
2,34:7
10,34:8
26,34:9
53,34:10
96,34:11
157,34:12
247,34:13
401,34:14
513,34:15
718,34:16
916,34:17
1196,34:18
1452,34:19
1613,34:20
1841,34:21
1974,34:22
2111,34:23
1984,34:24
1995,34:25
1902,34:26
1832,34:27
1722,34:28
1505,34:29
1317,34:30
1078,34:31
853,34:32
735,34:33
591,34:34
478,34:35
356,34:36
253,34:37
191,34:38
129,34:39
117,34:40
80,34:41
56,34:42
38,34:43
19,34:44
14,34:45
12,34:46
1,34:47
2,34:48
7,34:49
3,34:50
1,34:51
1,34:52
1,34:54
1,35:5
3,35:6
2,35:7
6,35:8
5,35:9
28,35:10
53,35:11
109,35:12
158,35:13
287,35:14
392,35:15
608,35:16
676,35:17
931,35:18
1111,35:19
1327,35:20
1444,35:21
1642,35:22
1663,35:23
1661,35:24
1719,35:25
1610,35:26
1488,35:27
1487,35:28
1351,35:29
1124,35:30
922,35:31
788,35:32
649,35:33
487,35:34
407,35:35
346,35:36
245,35:37
168,35:38
145,35:39
94,35:40
101,35:41
52,35:42
28,35:43
27,35:44
17,35:45
7,35:46
13,35:47
4,35:48
6,35:49
2,35:50
3,35:51
1,35:52
1,35:53
3,36:8
13,36:9
18,36:10
37,36:11
56,36:12
113,36:13
199,36:14
277,36:15
369,36:16
522,36:17
677,36:18
823,36:19
986,36:20
1129,36:21
1274,36:22
1364,36:23
1400,36:24
1411,36:25
1360,36:26
1298,36:27
1179,36:28
1069,36:29
979,36:30
753,36:31
685,36:32
578,36:33
452,36:34
370,36:35
290,36:36
211,36:37
154,36:38
126,36:39
94,36:40
69,36:41
44,36:42
39,36:43
21,36:44
16,36:45
15,36:46
8,36:47
4,36:48
5,36:49
3,36:50
1,36:51
1,36:52
2,36:55
1,37:3
2,37:7
3,37:8
8,37:9
13,37:10
35,37:11
36,37:12
74,37:13
111,37:14
205,37:15
289,37:16
346,37:17
477,37:18
645,37:19
781,37:20
898,37:21
1019,37:22
1027,37:23
1159,37:24
1173,37:25
1104,37:26
1081,37:27
1025,37:28
933,37:29
827,37:30
692,37:31
559,37:32
476,37:33
435,37:34
338,37:35
235,37:36
204,37:37
168,37:38
111,37:39
98,37:40
59,37:41
42,37:42
36,37:43
24,37:44
16,37:45
8,37:46
6,37:47
1,37:49
2,37:50
3,37:51
2,37:52
2,37:54
4,38:8
4,38:9
12,38:10
15,38:11
29,38:12
59,38:13
111,38:14
139,38:15
207,38:16
277,38:17
379,38:18
487,38:19
546,38:20
651,38:21
802,38:22
833,38:23
885,38:24
914,38:25
859,38:26
877,38:27
776,38:28
755,38:29
634,38:30
603,38:31
508,38:32
441,38:33
327,38:34
270,38:35
207,38:36
169,38:37
127,38:38
109,38:39
85,38:40
50,38:41
38,38:42
38,38:43
17,38:44
18,38:45
9,38:46
8,38:47
1,38:48
6,38:49
1,38:50
2,38:51
1,38:52
1,38:54
1,38:55
1,38:62
1,39:8
3,39:9
6,39:10
13,39:11
30,39:12
37,39:13
63,39:14
109,39:15
145,39:16
195,39:17
246,39:18
309,39:19
432,39:20
525,39:21
548,39:22
613,39:23
675,39:24
705,39:25
740,39:26
717,39:27
641,39:28
636,39:29
575,39:30
469,39:31
406,39:32
348,39:33
299,39:34
252,39:35
196,39:36
158,39:37
121,39:38
96,39:39
54,39:40
44,39:41
30,39:42
28,39:43
16,39:44
9,39:45
9,39:46
8,39:47
7,39:48
4,39:49
3,39:50
1,39:53
1,39:54
2,39:56
4,40:9
7,40:10
5,40:11
11,40:12
20,40:13
36,40:14
71,40:15
98,40:16
155,40:17
206,40:18
253,40:19
281,40:20
379,40:21
431,40:22
448,40:23
550,40:24
576,40:25
530,40:26
533,40:27
523,40:28
499,40:29
460,40:30
394,40:31
317,40:32
301,40:33
266,40:34
203,40:35
172,40:36
137,40:37
103,40:38
83,40:39
71,40:40
46,40:41
24,40:42
30,40:43
20,40:44
13,40:45
12,40:46
3,40:47
7,40:48
8,40:49
1,40:51
2,40:53
1,40:54
1,41:8
2,41:9
3,41:10
11,41:11
14,41:12
18,41:13
22,41:14
39,41:15
60,41:16
109,41:17
141,41:18
202,41:19
223,41:20
287,41:21
331,41:22
369,41:23
326,41:24
384,41:25
405,41:26
445,41:27
431,41:28
357,41:29
335,41:30
275,41:31
288,41:32
256,41:33
193,41:34
153,41:35
141,41:36
106,41:37
92,41:38
79,41:39
53,41:40
39,41:41
23,41:42
24,41:43
16,41:44
13,41:45
9,41:46
6,41:47
3,41:48
3,41:49
3,41:50
2,41:51
1,41:52
1,41:56
1,41:59
1,42:9
1,42:10
6,42:11
1,42:12
15,42:13
22,42:14
38,42:15
60,42:16
73,42:17
81,42:18
116,42:19
158,42:20
187,42:21
211,42:22
274,42:23
297,42:24
295,42:25
340,42:26
314,42:27
306,42:28
286,42:29
284,42:30
232,42:31
242,42:32
188,42:33
166,42:34
132,42:35
117,42:36
67,42:37
84,42:38
64,42:39
43,42:40
50,42:41
32,42:42
18,42:43
15,42:44
14,42:45
14,42:46
7,42:47
2,42:48
4,42:49
5,42:50
1,42:52
1,43:10
2,43:11
1,43:12
10,43:13
12,43:14
26,43:15
34,43:16
60,43:17
72,43:18
90,43:19
121,43:20
129,43:21
184,43:22
190,43:23
224,43:24
218,43:25
234,43:26
241,43:27
217,43:28
208,43:29
222,43:30
181,43:31
161,43:32
160,43:33
123,43:34
113,43:35
90,43:36
82,43:37
64,43:38
54,43:39
47,43:40
31,43:41
28,43:42
11,43:43
13,43:44
13,43:45
12,43:46
7,43:47
3,43:48
1,43:49
8,43:50
1,43:52
1,43:53
1,43:59
1,44:8
1,44:10
4,44:11
1,44:12
4,44:13
11,44:14
13,44:15
16,44:16
30,44:17
48,44:18
76,44:19
90,44:20
93,44:21
122,44:22
143,44:23
149,44:24
165,44:25
163,44:26
195,44:27
184,44:28
157,44:29
146,44:30
158,44:31
129,44:32
106,44:33
108,44:34
85,44:35
81,44:36
54,44:37
51,44:38
43,44:39
29,44:40
19,44:41
28,44:42
19,44:43
10,44:44
7,44:45
11,44:46
9,44:47
4,44:48
2,44:49
3,44:50
4,44:51
2,44:52
3,44:53
1,44:54
1,44:55
1,44:61
2,45:12
9,45:13
6,45:14
5,45:15
14,45:16
17,45:17
33,45:18
40,45:19
66,45:20
57,45:21
98,45:22
103,45:23
90,45:24
126,45:25
122,45:26
129,45:27
132,45:28
136,45:29
118,45:30
105,45:31
101,45:32
103,45:33
80,45:34
84,45:35
72,45:36
41,45:37
44,45:38
36,45:39
23,45:40
26,45:41
14,45:42
19,45:43
7,45:44
8,45:45
6,45:46
9,45:47
1,45:48
2,45:49
2,45:50
2,45:52
1,45:55
1,45:61
1,45:62
1,45:65
2,46:13
5,46:14
6,46:15
12,46:16
12,46:17
22,46:18
33,46:19
35,46:20
36,46:21
62,46:22
64,46:23
57,46:24
89,46:25
94,46:26
103,46:27
77,46:28
108,46:29
91,46:30
96,46:31
89,46:32
76,46:33
64,46:34
60,46:35
42,46:36
35,46:37
35,46:38
35,46:39
27,46:40
19,46:41
17,46:42
16,46:43
10,46:44
6,46:45
9,46:46
8,46:47
9,46:48
3,46:50
2,46:51
1,46:57
1,46:62
1,47:12
4,47:14
6,47:15
8,47:16
19,47:17
12,47:18
29,47:19
23,47:20
29,47:21
39,47:22
58,47:23
72,47:24
56,47:25
87,47:26
60,47:27
79,47:28
71,47:29
63,47:30
58,47:31
66,47:32
50,47:33
57,47:34
37,47:35
32,47:36
39,47:37
38,47:38
26,47:39
25,47:40
20,47:41
17,47:42
15,47:43
9,47:44
8,47:45
6,47:46
4,47:47
4,47:48
2,47:49
4,47:50
2,47:52
2,47:53
3,47:54
2,47:55
3,47:57
2,48:12
1,48:14
2,48:15
4,48:16
5,48:17
12,48:18
10,48:19
17,48:20
18,48:21
22,48:22
36,48:23
27,48:24
53,48:25
45,48:26
63,48:27
40,48:28
64,48:29
49,48:30
42,48:31
52,48:32
33,48:33
27,48:34
29,48:35
28,48:36
29,48:37
37,48:38
21,48:39
22,48:40
8,48:41
12,48:42
12,48:43
13,48:44
9,48:45
7,48:46
1,48:47
1,48:48
4,48:49
5,48:50
3,48:51
3,48:52
1,48:55
1,48:56
2,48:57
1,48:59
1,48:60
1,49:15
4,49:16
4,49:17
9,49:18
4,49:19
11,49:20
17,49:21
25,49:22
17,49:23
25,49:24
37,49:25
34,49:26
33,49:27
43,49:28
38,49:29
33,49:30
27,49:31
37,49:32
34,49:33
30,49:34
33,49:35
22,49:36
18,49:37
25,49:38
15,49:39
9,49:40
12,49:41
8,49:42
15,49:43
9,49:44
10,49:45
5,49:46
7,49:47
5,49:48
5,49:49
3,49:50
3,49:51
3,49:52
1,49:53
1,49:54
1,49:55
1,49:56
1,49:57
1,49:58
1,49:59
2,50:16
1,50:17
3,50:18
5,50:19
11,50:20
11,50:21
13,50:22
17,50:23
26,50:24
12,50:25
33,50:26
22,50:27
27,50:28
23,50:29
23,50:30
34,50:31
17,50:32
20,50:33
24,50:34
20,50:35
20,50:36
19,50:37
14,50:38
14,50:39
9,50:40
8,50:41
9,50:42
4,50:43
4,50:44
6,50:45
4,50:46
2,50:47
3,50:48
2,50:49
2,50:50
2,50:51
2,50:52
3,50:53
4,50:54
1,50:58
1,50:59
1,51:13
1,51:14
1,51:15
2,51:17
4,51:18
6,51:19
8,51:20
8,51:21
7,51:22
8,51:23
16,51:24
19,51:25
15,51:26
10,51:27
19,51:28
18,51:29
18,51:30
14,51:31
19,51:32
17,51:33
18,51:34
11,51:35
8,51:36
9,51:37
10,51:38
7,51:39
10,51:40
10,51:41
9,51:42
4,51:43
6,51:44
6,51:45
9,51:46
1,51:47
4,51:48
2,51:49
2,51:50
2,51:51
5,51:52
2,51:53
2,51:56
2,52:18
3,52:19
3,52:20
2,52:21
4,52:22
10,52:23
6,52:24
11,52:25
11,52:26
4,52:27
9,52:28
14,52:29
12,52:30
7,52:31
10,52:32
11,52:33
12,52:34
14,52:35
10,52:36
10,52:37
8,52:38
6,52:39
12,52:40
5,52:41
5,52:42
6,52:43
5,52:44
3,52:45
5,52:46
4,52:47
3,52:48
4,52:49
1,52:50
2,52:51
1,52:52
2,52:54
1,52:55
1,52:63
1,52:68
1,53:13
2,53:19
2,53:20
2,53:21
9,53:22
5,53:23
6,53:24
4,53:25
5,53:26
7,53:27
5,53:28
3,53:29
8,53:30
7,53:31
9,53:32
6,53:33
10,53:34
14,53:35
8,53:36
13,53:37
9,53:38
9,53:39
5,53:40
7,53:41
7,53:42
6,53:43
7,53:44
7,53:45
4,53:46
2,53:47
2,53:48
5,53:49
1,53:50
2,53:51
3,53:53
5,53:54
1,53:55
5,53:56
2,53:58
1,53:59
1,54:11
1,54:15
1,54:19
1,54:20
2,54:21
2,54:22
4,54:24
2,54:25
6,54:26
9,54:27
6,54:28
10,54:29
8,54:30
2,54:31
10,54:32
8,54:33
6,54:34
6,54:35
