1,33,11
1,33,12
1,33,13
1,33,14
3,33,15
3,33,16
2,33,17
8,33,18
2,33,19
1,33,20
9,33,21
7,33,22
7,33,23
6,33,24
5,33,25
6,33,26
7,33,27
6,33,28
5,33,29
7,33,30
2,33,31
3,33,32
4,33,33
1,33,34
2,33,36
3,33,38
1,33,39
1,33,41
1,33,43
1,33,44
2,33,45
1,33,46
4,34,1
1,34,3
1,34,12
1,34,14
1,34,15
3,34,16
2,34,17
2,34,18
4,34,19
4,34,20
6,34,21
7,34,22
5,34,23
10,34,24
3,34,25
3,34,26
3,34,27
5,34,28
4,34,29
11,34,30
5,34,31
5,34,32
3,34,33
2,34,34
4,34,35
4,34,36
1,34,37
1,34,38
2,34,39
3,34,41
1,34,42
2,34,43
1,34,44
3,34,45
1,34,46
1,35,1
1,35,2
1,35,5
1,35,13
1,35,14
2,35,15
2,35,16
1,35,17
2,35,18
5,35,19
1,35,20
6,35,21
2,35,22
2,35,23
6,35,24
10,35,25
3,35,26
5,35,27
9,35,28
2,35,29
4,35,30
6,35,31
3,35,32
1,35,33
7,35,34
4,35,35
3,35,36
3,35,37
3,35,39
1,35,43
1,35,44
2,35,45
1,35,46
1,35,51
1,35,58
1,36,1
1,36,3
1,36,15
2,36,16
4,36,20
7,36,21
1,36,22
2,36,23
9,36,24
2,36,25
8,36,26
2,36,27
5,36,28
2,36,29
5,36,30
5,36,31
4,36,32
4,36,33
4,36,34
2,36,35
3,36,36
1,36,37
2,36,38
2,36,39
1,36,40
2,36,41
2,36,42
1,36,43
1,36,46
1,36,48
1,37,1
2,37,17
4,37,19
3,37,20
2,37,21
5,37,22
4,37,23
1,37,24
3,37,25
10,37,26
9,37,27
5,37,28
5,37,29
3,37,30
4,37,31
2,37,32
3,37,33
4,37,34
4,37,35
4,37,36
3,37,37
1,37,38
1,37,39
1,37,40
1,37,41
2,37,43
1,37,46
6,38,1
1,38,3
1,38,13
1,38,14
1,38,18
6,38,19
1,38,21
2,38,22
6,38,23
6,38,24
5,38,25
3,38,26
3,38,27
5,38,28
2,38,29
4,38,30
9,38,31
3,38,32
5,38,33
2,38,34
1,38,35
1,38,36
3,38,37
2,38,38
1,38,39
3,38,40
3,38,43
1,38,44
1,38,45
3,39,1
1,39,4
1,39,18
1,39,19
3,39,20
1,39,21
3,39,22
3,39,23
2,39,24
4,39,25
1,39,26
4,39,27
8,39,28
5,39,29
6,39,30
4,39,31
1,39,32
4,39,33
4,39,34
1,39,35
4,39,36
3,39,37
1,39,38
3,39,39
2,39,40
2,39,42
3,39,43
1,39,50
1,39,54
3,40,3
1,40,4
1,40,14
1,40,17
1,40,18
2,40,19
3,40,21
2,40,22
2,40,23
2,40,24
1,40,25
5,40,26
3,40,27
2,40,28
4,40,29
1,40,30
2,40,31
7,40,32
2,40,33
2,40,34
4,40,35
2,40,36
4,40,37
3,40,38
1,40,39
1,40,40
1,40,41
2,40,42
1,40,43
1,40,45
1,40,47
2,41,1
1,41,20
3,41,21
1,41,23
5,41,26
2,41,27
3,41,28
4,41,29
3,41,30
1,41,31
5,41,32
4,41,33
2,41,34
4,41,35
2,41,36
5,41,37
5,41,39
2,41,40
3,41,41
1,41,42
1,41,44
4,41,45
1,41,47
1,41,55
1,41,57
1,42,1
1,42,9
1,42,19
1,42,20
1,42,22
2,42,23
2,42,24
1,42,25
1,42,26
2,42,27
3,42,28
2,42,29
5,42,31
4,42,32
5,42,33
6,42,34
5,42,35
4,42,36
3,42,37
2,42,38
5,42,39
1,42,40
4,42,42
1,42,43
2,42,47
2,42,51
1,42,53
1,43,1
1,43,3
1,43,20
2,43,23
1,43,24
1,43,25
2,43,26
2,43,29
1,43,30
4,43,31
2,43,32
4,43,33
2,43,34
1,43,35
3,43,36
2,43,37
4,43,38
1,43,39
3,43,40
3,43,41
3,43,42
1,43,43
2,43,47
1,43,49
2,44,1
1,44,19
1,44,24
1,44,26
3,44,27
1,44,28
3,44,30
5,44,31
1,44,32
1,44,33
3,44,34
1,44,35
1,44,36
4,44,37
3,44,38
3,44,39
3,44,40
1,44,42
1,44,43
1,44,44
1,44,46
2,44,47
1,44,48
2,44,49
1,44,51
1,44,54
2,45,1
1,45,2
1,45,24
2,45,25
1,45,26
3,45,30
1,45,31
3,45,32
3,45,33
1,45,35
2,45,36
1,45,38
3,45,39
2,45,40
1,45,41
1,45,42
1,45,48
1,45,49
1,45,53
1,46,23
1,46,25
1,46,27
2,46,29
2,46,30
3,46,31
1,46,32
4,46,33
1,46,34
1,46,35
1,46,37
1,46,38
1,46,39
3,46,41
1,46,42
2,46,44
1,46,45
1,46,47
1,46,48
1,46,49
1,46,50
1,46,53
1,46,59
2,47,1
1,47,2
1,47,19
1,47,21
1,47,26
1,47,27
2,47,31
1,47,32
1,47,34
3,47,35
1,47,36
3,47,39
3,47,40
1,47,41
1,47,42
2,47,43
1,47,45
1,47,53
1,47,61
1,47,64
1,47,70
2,48,3
1,48,20
1,48,28
2,48,29
2,48,31
2,48,32
1,48,33
2,48,34
1,48,36
3,48,37
2,48,38
1,48,39
1,48,41
4,48,46
1,48,48
1,48,55
1,48,67
1,49,1
1,49,24
2,49,27
1,49,30
3,49,32
1,49,33
1,49,34
3,49,35
2,49,38
2,49,39
2,49,40
2,49,42
1,49,44
1,49,45
2,49,46
2,49,47
1,49,48
1,49,50
1,49,51
1,49,62
1,49,63
1,49,65
1,50,1
1,50,27
1,50,29
2,50,30
1,50,35
1,50,37
1,50,38
2,50,39
3,50,40
2,50,42
1,50,47
1,50,49
2,50,50
2,50,53
2,51,24
1,51,28
1,51,29
1,51,31
1,51,33
2,51,34
1,51,36
2,51,37
4,51,39
2,51,41
1,51,44
1,51,45
1,51,46
1,51,48
3,51,49
1,51,54
1,51,55
1,51,56
1,52,29
1,52,31
2,52,32
1,52,35
1,52,36
1,52,39
2,52,42
1,52,44
1,52,47
1,52,48
1,52,49
1,52,50
1,52,52
2,52,54
1,53,10
1,53,16
1,53,32
2,53,33
1,53,35
2,53,36
1,53,37
1,53,38
2,53,40
1,53,42
1,53,44
1,53,47
1,53,48
2,53,49
1,53,52
1,54,1
1,54,23
1,54,29
1,54,34
1,54,38
1,54,40
1,54,41
1,54,42
1,54,44
2,54,45
1,54,46
2,54,47
1,54,53
1,55,31
2,55,36
1,55,37
1,55,39
1,55,40
2,55,41
1,55,43
1,55,44
1,55,46
1,55,49
1,55,51
1,55,68
1,56,25
1,56,28
1,56,32
1,56,35
1,56,36
1,56,40
1,56,41
1,56,42
2,56,43
1,56,44
1,56,45
1,56,49
1,56,50
2,56,52
1,56,58
1,57,1
1,57,35
1,57,41
2,57,42
1,57,43
1,57,47
1,57,51
2,57,56
1,57,57
1,57,61
1,58,23
2,58,27
1,58,40
2,58,46
2,58,52
1,58,53
1,58,57
1,58,65
1,59,30
1,59,36
1,59,38
1,59,39
1,59,42
1,59,44
1,59,45
1,59,46
1,59,47
2,59,50
1,59,55
1,59,56
1,59,62
1,59,63
1,59,65
1,60,38
1,60,39
1,60,41
1,60,43
1,60,44
1,60,46
1,60,51
1,60,57
1,61,1
1,61,34
1,61,36
1,61,40
1,61,44
1,61,47
3,61,48
1,61,49
1,61,50
1,61,59
1,62,39
1,62,41
1,62,45
1,62,47
1,62,59
1,63,29
1,63,43
1,63,60
1,64,40
1,64,41
1,64,42
1,64,47
1,64,54
1,64,60
1,64,71
1,65,26
1,65,44
1,65,48
2,65,49
1,65,54
1,66,34
1,66,53
1,66,62
1,66,69
1,66,80
1,67,47
1,67,48
1,67,49
1,67,51
1,67,52
1,67,53
1,67,64
1,67,69
1,68,30
1,68,38
1,68,39
1,68,50
2,68,56
1,68,59
1,69,56
1,69,59
1,69,61
1,69,64
1,69,67
1,70,43
1,70,52
1,71,1
1,71,37
1,71,57
1,72,47
1,72,50
1,72,57
2,72,65
1,72,68
1,73,51
1,73,57
1,74,58
1,75,54
1,75,59
1,75,65
1,75,68
1,76,52
1,76,66
1,77,62
1,77,66
1,77,73
1,78,58
1,80,50
1,80,62
1,80,64
1,80,69
1,84,71
1,85,47
1,87,88
1,89,71
1,89,87
1,91,72
1,92,1
1,92,72
1,92,84
1,95,64
1,96,73
1,99,1
