437542,1,1
172919,1,2
56541,1,3
17317,1,4
5639,1,5
2167,1,6
1007,1,7
506,1,8
297,1,9
188,1,10
122,1,11
99,1,12
73,1,13
59,1,14
37,1,15
33,1,16
15,1,17
16,1,18
11,1,19
14,1,20
9,1,21
6,1,22
6,1,23
5,1,24
1,1,25
2,1,26
4,1,27
5,1,28
3,1,29
4,1,30
1,1,32
2,1,33
1,1,34
6,1,36
1,1,37
1,1,38
2,1,42
1,1,46
194445,2,1
95430,2,2
36319,2,3
12081,2,4
4051,2,5
1547,2,6
709,2,7
374,2,8
201,2,9
114,2,10
78,2,11
47,2,12
40,2,13
19,2,14
19,2,15
15,2,16
12,2,17
9,2,18
13,2,19
2,2,20
5,2,21
7,2,22
2,2,23
3,2,24
3,2,25
1,2,26
1,2,27
3,2,28
1,2,29
1,2,33
1,2,41
1,2,51
73952,3,1
42675,3,2
18103,3,3
6691,3,4
2436,3,5
921,3,6
435,3,7
257,3,8
146,3,9
85,3,10
55,3,11
31,3,12
31,3,13
19,3,14
20,3,15
9,3,16
7,3,17
3,3,18
3,3,19
5,3,20
6,3,21
2,3,23
1,3,24
3,3,25
3,3,26
3,3,27
1,3,28
2,3,29
1,3,31
1,3,35
25609,4,1
16505,4,2
7912,4,3
3247,4,4
1233,4,5
539,4,6
281,4,7
144,4,8
75,4,9
50,4,10
35,4,11
17,4,12
15,4,13
7,4,14
6,4,15
12,4,16
4,4,17
7,4,18
1,4,19
5,4,20
4,4,21
1,4,23
1,4,24
1,4,26
2,4,28
1,4,29
2,4,47
1,4,52
9194,5,1
6403,5,2
3197,5,3
1449,5,4
609,5,5
280,5,6
152,5,7
79,5,8
49,5,9
49,5,10
31,5,11
13,5,12
11,5,13
8,5,14
8,5,15
3,5,16
2,5,17
4,5,18
2,5,19
1,5,21
1,5,22
1,5,23
1,5,24
1,5,28
1,5,30
1,5,32
3622,6,1
2600,6,2
1359,6,3
622,6,4
299,6,5
189,6,6
99,6,7
92,6,8
34,6,9
31,6,10
22,6,11
11,6,12
8,6,13
3,6,14
3,6,15
9,6,16
1,6,17
1,6,19
1,6,23
1,6,26
1,6,28
1,6,42
1617,7,1
1176,7,2
644,7,3
380,7,4
159,7,5
118,7,6
80,7,7
70,7,8
53,7,9
40,7,10
25,7,11
19,7,12
8,7,13
7,7,14
6,7,15
4,7,16
2,7,17
2,7,18
5,7,19
1,7,21
2,7,22
1,7,34
845,8,1
613,8,2
373,8,3
192,8,4
132,8,5
85,8,6
60,8,7
59,8,8
39,8,9
50,8,10
21,8,11
26,8,12
16,8,13
13,8,14
8,8,15
3,8,16
3,8,17
4,8,18
1,8,19
2,8,20
2,8,22
1,8,24
1,8,34
473,9,1
310,9,2
222,9,3
125,9,4
68,9,5
86,9,6
55,9,7
40,9,8
42,9,9
43,9,10
32,9,11
31,9,12
20,9,13
13,9,14
11,9,15
6,9,16
1,9,17
2,9,18
3,9,19
1,9,20
3,9,21
1,9,22
1,9,28
304,10,1
220,10,2
108,10,3
83,10,4
38,10,5
54,10,6
53,10,7
43,10,8
46,10,9
43,10,10
36,10,11
26,10,12
23,10,13
20,10,14
16,10,15
5,10,16
5,10,17
4,10,18
5,10,19
4,10,20
2,10,21
3,10,23
206,11,1
130,11,2
69,11,3
50,11,4
42,11,5
44,11,6
48,11,7
58,11,8
33,11,9
35,11,10
42,11,11
35,11,12
29,11,13
17,11,14
21,11,15
10,11,16
8,11,17
12,11,18
5,11,19
4,11,20
1,11,21
1,11,26
145,12,1
91,12,2
58,12,3
37,12,4
26,12,5
29,12,6
26,12,7
36,12,8
37,12,9
41,12,10
34,12,11
32,12,12
20,12,13
20,12,14
31,12,15
15,12,16
5,12,17
9,12,18
8,12,19
5,12,20
7,12,21
2,12,22
1,12,23
1,12,24
1,12,26
1,12,31
112,13,1
69,13,2
48,13,3
37,13,4
18,13,5
17,13,6
34,13,7
35,13,8
37,13,9
37,13,10
48,13,11
38,13,12
24,13,13
46,13,14
19,13,15
21,13,16
14,13,17
14,13,18
9,13,19
6,13,20
4,13,21
5,13,22
1,13,23
1,13,24
2,13,26
1,13,30
77,14,1
46,14,2
28,14,3
19,14,4
18,14,5
21,14,6
23,14,7
20,14,8
39,14,9
44,14,10
32,14,11
24,14,12
25,14,13
32,14,14
19,14,15
19,14,16
14,14,17
8,14,18
8,14,19
7,14,20
5,14,21
2,14,22
3,14,23
3,14,24
1,14,27
2,14,28
65,15,1
25,15,2
24,15,3
10,15,4
14,15,5
11,15,6
12,15,7
30,15,8
23,15,9
30,15,10
30,15,11
29,15,12
28,15,13
18,15,14
32,15,15
20,15,16
28,15,17
17,15,18
7,15,19
5,15,20
6,15,21
7,15,22
7,15,23
2,15,24
2,15,25
1,15,26
1,15,28
40,16,1
36,16,2
22,16,3
8,16,4
10,16,5
10,16,6
18,16,7
17,16,8
15,16,9
29,16,10
26,16,11
31,16,12
31,16,13
32,16,14
29,16,15
31,16,16
14,16,17
10,16,18
13,16,19
13,16,20
10,16,21
8,16,22
3,16,23
6,16,24
5,16,25
3,16,28
43,17,1
18,17,2
20,17,3
7,17,4
6,17,5
4,17,6
16,17,7
14,17,8
22,17,9
16,17,10
15,17,11
20,17,12
29,17,13
25,17,14
26,17,15
20,17,16
15,17,17
19,17,18
13,17,19
9,17,20
16,17,21
3,17,22
4,17,23
5,17,24
2,17,25
5,17,26
2,17,27
2,17,28
1,17,30
1,17,31
1,17,32
1,17,33
1,17,34
17,18,1
25,18,2
11,18,3
4,18,4
1,18,5
3,18,6
8,18,7
7,18,8
12,18,9
24,18,10
31,18,11
22,18,12
21,18,13
27,18,14
34,18,15
22,18,16
25,18,17
25,18,18
17,18,19
14,18,20
21,18,21
6,18,22
9,18,23
6,18,24
3,18,25
5,18,26
1,18,27
2,18,28
1,18,29
1,18,35
17,19,1
14,19,2
7,19,3
6,19,4
4,19,5
3,19,6
6,19,7
11,19,8
5,19,9
15,19,10
12,19,11
22,19,12
25,19,13
22,19,14
19,19,15
19,19,16
32,19,17
13,19,18
9,19,19
19,19,20
15,19,21
16,19,22
8,19,23
4,19,24
5,19,25
3,19,26
4,19,27
5,19,28
2,19,29
1,19,31
1,19,34
1,19,39
14,20,1
14,20,2
6,20,3
4,20,4
2,20,5
1,20,6
6,20,7
5,20,8
7,20,9
14,20,10
15,20,11
20,20,12
19,20,13
23,20,14
21,20,15
30,20,16
25,20,17
20,20,18
11,20,19
13,20,20
11,20,21
7,20,22
14,20,23
7,20,24
7,20,25
7,20,26
4,20,27
2,20,29
1,20,30
3,20,31
1,20,35
1,20,45
20,21,1
7,21,2
6,21,3
4,21,4
1,21,6
1,21,7
2,21,8
4,21,9
8,21,10
10,21,11
11,21,12
19,21,13
25,21,14
15,21,15
27,21,16
16,21,17
18,21,18
20,21,19
25,21,20
14,21,21
16,21,22
16,21,23
11,21,24
5,21,25
5,21,26
4,21,27
4,21,28
4,21,29
1,21,30
3,21,31
2,21,32
2,21,33
2,21,34
15,22,1
7,22,2
6,22,3
3,22,5
1,22,6
4,22,7
3,22,8
7,22,9
7,22,10
12,22,11
4,22,12
15,22,13
13,22,14
21,22,15
18,22,16
23,22,17
15,22,18
18,22,19
12,22,20
17,22,21
16,22,22
9,22,23
14,22,24
9,22,25
4,22,26
2,22,27
2,22,28
8,22,29
3,22,31
6,22,32
2,22,33
1,22,34
1,22,36
1,22,37
12,23,1
6,23,2
3,23,3
2,23,4
1,23,6
2,23,7
2,23,8
3,23,9
6,23,10
10,23,11
11,23,12
10,23,13
15,23,14
14,23,15
22,23,16
14,23,17
19,23,18
18,23,19
21,23,20
17,23,21
18,23,22
13,23,23
8,23,24
6,23,25
7,23,26
2,23,27
5,23,28
6,23,29
2,23,30
1,23,31
2,23,32
1,23,35
1,23,36
10,24,1
5,24,2
5,24,3
2,24,5
1,24,7
4,24,8
2,24,9
10,24,10
6,24,11
9,24,12
6,24,13
9,24,14
14,24,15
22,24,16
14,24,17
20,24,18
16,24,19
14,24,20
7,24,21
15,24,22
17,24,23
8,24,24
5,24,25
11,24,26
8,24,27
8,24,28
3,24,30
5,24,31
4,24,32
1,24,33
2,24,34
1,24,35
1,24,36
1,24,37
3,25,1
5,25,2
2,25,3
3,25,4
3,25,5
1,25,6
1,25,7
3,25,8
1,25,9
3,25,10
5,25,11
5,25,12
7,25,13
5,25,14
9,25,15
16,25,16
23,25,17
24,25,18
13,25,19
13,25,20
8,25,21
20,25,22
12,25,23
15,25,24
8,25,25
9,25,26
6,25,27
4,25,28
5,25,29
8,25,30
3,25,31
1,25,32
5,25,33
1,25,35
2,25,36
1,25,38
9,26,1
4,26,2
7,26,3
2,26,8
1,26,9
2,26,10
4,26,11
6,26,12
5,26,13
6,26,14
5,26,15
6,26,16
11,26,17
13,26,18
9,26,19
12,26,20
6,26,21
25,26,22
10,26,23
7,26,24
9,26,25
8,26,26
6,26,27
8,26,28
4,26,29
1,26,30
4,26,31
3,26,32
2,26,33
2,26,34
1,26,35
1,26,36
1,26,38
8,27,1
1,27,2
2,27,3
1,27,4
1,27,5
1,27,7
1,27,8
7,27,12
4,27,13
6,27,14
6,27,15
6,27,16
15,27,17
9,27,18
8,27,19
15,27,20
12,27,21
10,27,22
14,27,23
14,27,24
7,27,25
9,27,26
8,27,27
13,27,28
6,27,29
6,27,30
5,27,31
1,27,32
4,27,33
2,27,34
2,27,35
1,27,36
1,27,37
1,27,40
5,28,1
3,28,2
1,28,3
1,28,4
1,28,5
2,28,6
2,28,9
4,28,11
4,28,13
5,28,14
8,28,15
9,28,16
9,28,17
11,28,18
8,28,19
15,28,20
11,28,21
13,28,22
6,28,23
15,28,24
6,28,25
12,28,26
9,28,27
8,28,28
4,28,29
6,28,30
7,28,31
4,28,32
2,28,33
3,28,34
1,28,36
1,28,37
1,28,38
1,28,39
1,28,44
8,29,1
1,29,2
1,29,8
3,29,12
3,29,13
5,29,14
6,29,15
5,29,16
3,29,17
8,29,18
10,29,19
8,29,20
10,29,21
8,29,22
8,29,23
17,29,24
10,29,25
6,29,26
4,29,27
9,29,28
7,29,29
5,29,30
3,29,31
3,29,32
3,29,33
4,29,34
1,29,37
4,29,39
1,29,42
1,29,47
2,30,1
1,30,3
2,30,12
1,30,13
4,30,14
3,30,15
2,30,16
7,30,17
1,30,18
8,30,19
6,30,20
8,30,21
9,30,22
9,30,23
8,30,24
6,30,25
11,30,26
7,30,27
12,30,28
5,30,29
9,30,30
4,30,31
5,30,32
2,30,33
2,30,34
2,30,35
2,30,36
1,30,38
1,30,39
1,30,42
1,30,47
5,31,1
3,31,2
1,31,3
1,31,4
1,31,12
2,31,14
8,31,15
2,31,16
5,31,17
3,31,18
5,31,19
8,31,20
8,31,21
12,31,22
5,31,23
12,31,24
5,31,25
13,31,26
4,31,27
6,31,28
8,31,29
1,31,30
2,31,31
8,31,32
3,31,33
5,31,34
2,31,35
4,31,36
1,31,37
3,31,38
3,31,39
1,31,41
1,31,42
1,31,43
1,31,44
1,31,51
4,32,1
2,32,2
1,32,12
1,32,13
1,32,14
3,32,15
3,32,16
6,32,17
4,32,18
8,32,19
5,32,20
4,32,21
10,32,22
5,32,23
8,32,24
11,32,25
7,32,26
9,32,27
9,32,28
3,32,29
3,32,30
3,32,31
7,32,32
4,32,33
3,32,34
2,32,35
2,32,36
1,32,38
1,32,40
2,32,42
1,32,48
7,33,1
1,33,10
