0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
16,10
5822,11
36430,12
47742,13
54495,14
58365,15
68086,16
68444,17
58932,18
61311,19
62636,20
54709,21
53298,22
56116,23
55558,24
54547,25
59158,26
62530,27
58246,28
49424,29
43415,30
42516,31
45131,32
49704,33
52658,34
53960,35
51865,36
50335,37
50178,38
48613,39
48167,40
48735,41
49215,42
48656,43
47573,44
48240,45
47335,46
46607,47
46318,48
46281,49
46544,50
45707,51
43720,52
42397,53
41875,54
42480,55
43418,56
43300,57
42986,58
43383,59
43557,60
43513,61
42517,62
42132,63
41438,64
41046,65
41592,66
41070,67
40448,68
40071,69
39655,70
39211,71
38956,72
38899,73
39109,74
38740,75
37918,76
37682,77
37066,78
36277,79
36498,80
36739,81
36945,82
36626,83
36686,84
36110,85
35574,86
35024,87
34877,88
34566,89
34547,90
34597,91
34400,92
33962,93
33740,94
33398,95
33016,96
33296,97
32902,98
32780,99
32440,100
32026,101
32009,102
31857,103
31645,104
31295,105
31194,106
30634,107
30720,108
30952,109
30561,110
30274,111
30259,112
29737,113
29587,114
29622,115
29466,116
29586,117
28973,118
29094,119
28606,120
28589,121
28362,122
28406,123
27972,124
28224,125
28300,126
28030,127
27588,128
27364,129
27683,130
26465,131
25059,132
25478,133
26645,134
25354,135
25403,136
27318,137
26264,138
25436,139
25148,140
25557,141
25324,142
25058,143
24801,144
24997,145
24775,146
24122,147
24775,148
24401,149
24312,150
23979,151
23923,152
23944,153
23426,154
23498,155
23329,156
23290,157
23088,158
22858,159
23196,160
22876,161
22764,162
22282,163
22679,164
22524,165
22366,166
22350,167
22032,168
21991,169
21812,170
21988,171
21712,172
21715,173
21139,174
21477,175
21298,176
21262,177
21114,178
20841,179
20779,180
20857,181
20853,182
20698,183
20773,184
20403,185
20018,186
20094,187
20179,188
20374,189
20045,190
19902,191
19985,192
19646,193
19359,194
19526,195
19221,196
19386,197
19005,198
19201,199
19274,200
18892,201
18941,202
18892,203
18913,204
18728,205
18529,206
18700,207
18665,208
18616,209
18498,210
18417,211
18265,212
18137,213
18146,214
17996,215
17785,216
17801,217
17511,218
17812,219
17598,220
17475,221
17458,222
17375,223
17273,224
17028,225
17296,226
17186,227
17104,228
16862,229
16925,230
16799,231
16830,232
16764,233
16729,234
16810,235
16460,236
16261,237
16325,238
16324,239
16221,240
16195,241
16144,242
16079,243
15978,244
15980,245
15880,246
15790,247
15840,248
15762,249
15841,250
15724,251
15590,252
15713,253
15556,254
15503,255
15372,256
15534,257
15218,258
15134,259
15129,260
15242,261
14920,262
15216,263
14860,264
14936,265
15127,266
14761,267
14898,268
14898,269
14567,270
14581,271
14478,272
14503,273
14471,274
14614,275
14387,276
14245,277
14453,278
14205,279
14073,280
14146,281
14073,282
14059,283
14127,284
13982,285
13828,286
13958,287
13857,288
13901,289
13690,290
13716,291
13717,292
13741,293
13594,294
13474,295
13715,296
13216,297
13324,298
13422,299
13175,300
13352,301
13200,302
13418,303
13127,304
13256,305
13085,306
13247,307
12988,308
12922,309
12977,310
12944,311
13198,312
12805,313
12757,314
12984,315
12950,316
12685,317
12662,318
12818,319
12768,320
12633,321
12595,322
12590,323
12668,324
12319,325
12417,326
12287,327
12357,328
12360,329
12341,330
12341,331
12253,332
12199,333
12063,334
12054,335
11959,336
11998,337
11965,338
12257,339
11977,340
12034,341
11788,342
12082,343
11691,344
11710,345
11592,346
11701,347
11904,348
11626,349
11572,350
11720,351
11582,352
11589,353
11753,354
11504,355
11391,356
11547,357
11404,358
11320,359
11249,360
11332,361
11278,362
11240,363
11328,364
11319,365
11202,366
11063,367
11055,368
11176,369
11214,370
11070,371
11126,372
10934,373
10834,374
10866,375
10767,376
10974,377
10865,378
10911,379
10760,380
11004,381
10973,382
10695,383
10731,384
10811,385
10898,386
10502,387
10667,388
10487,389
10608,390
10359,391
10579,392
10403,393
10488,394
10566,395
10310,396
10243,397
10556,398
10221,399
10361,400
10268,401
10241,402
10323,403
10328,404
10126,405
10306,406
10407,407
10304,408
10258,409
10088,410
10172,411
10162,412
9943,413
10157,414
10054,415
9993,416
10231,417
10097,418
10024,419
9970,420
9945,421
9744,422
9979,423
9861,424
9984,425
9962,426
9935,427
9861,428
9711,429
9843,430
9838,431
9770,432
9807,433
9605,434
9659,435
9789,436
9507,437
9650,438
9588,439
9549,440
9529,441
9487,442
9568,443
9514,444
9473,445
9480,446
9396,447
9347,448
9490,449
9426,450
9397,451
9463,452
9377,453
9435,454
9258,455
9220,456
9239,457
9204,458
9035,459
9372,460
9150,461
9144,462
9138,463
9052,464
9150,465
9091,466
9159,467
9240,468
9027,469
9173,470
9094,471
9042,472
9145,473
9127,474
8862,475
9069,476
8905,477
8859,478
8759,479
8924,480
8859,481
9096,482
8977,483
8749,484
8915,485
8848,486
8898,487
8908,488
8704,489
8657,490
8686,491
8988,492
8705,493
8739,494
8680,495
8707,496
8546,497
8786,498
8587,499
8627,500
8606,501
8680,502
8474,503
8542,504
8581,505
8555,506
8616,507
8598,508
8572,509
8533,510
8484,511
8492,512
8607,513
8465,514
8532,515
8476,516
8482,517
8395,518
8510,519
8298,520
8239,521
8370,522
8167,523
8283,524
8451,525
8390,526
8078,527
8238,528
8222,529
8261,530
8190,531
8201,532
8178,533
8148,534
8060,535
8080,536
8175,537
8225,538
8409,539
8139,540
8137,541
8056,542
8170,543
8159,544
8223,545
8001,546
8021,547
8022,548
8036,549
7881,550
7940,551
8029,552
8122,553
8041,554
7878,555
7894,556
7909,557
7879,558
8073,559
7813,560
8053,561
7938,562
7938,563
7920,564
7737,565
7738,566
7790,567
7664,568
7712,569
7707,570
7763,571
7813,572
7716,573
7746,574
7748,575
7856,576
7782,577
7643,578
7733,579
7783,580
7778,581
7670,582
7606,583
7671,584
7741,585
7606,586
7628,587
7618,588
7502,589
7538,590
7532,591
7575,592
7477,593
7423,594
7508,595
7545,596
7567,597
7611,598
7594,599
7569,600
7256,601
7530,602
7450,603
7516,604
7559,605
7505,606
7548,607
7385,608
7558,609
7488,610
7388,611
7239,612
7419,613
7367,614
7343,615
7324,616
7266,617
7382,618
7409,619
7172,620
7311,621
7255,622
7176,623
7184,624
7452,625
7117,626
7261,627
7244,628
7037,629
7353,630
7282,631
7239,632
7156,633
7145,634
7261,635
7010,636
7127,637
7214,638
7015,639
7125,640
7226,641
7147,642
7260,643
7056,644
7030,645
7146,646
7024,647
7089,648
7054,649
7081,650
7065,651
6930,652
6906,653
6990,654
6981,655
7053,656
7159,657
6997,658
7029,659
7025,660
7104,661
6951,662
6896,663
7035,664
6913,665
6912,666
7033,667
7063,668
6853,669
7015,670
6943,671
6842,672
6896,673
6832,674
6887,675
6969,676
6840,677
6826,678
6855,679
6914,680
6797,681
6764,682
6873,683
6763,684
6703,685
6693,686
6811,687
6670,688
6800,689
6687,690
6671,691
6736,692
6781,693
6751,694
6688,695
6721,696
6626,697
6757,698
6650,699
6564,700
6789,701
6659,702
6611,703
